Brand,Km_Driven,Fuel,Owner,Selling_Price
Volkswagen,170121,LPG,First Owner,457607
Jeep,11909,CNG,First Owner,392829
TATA,184642,Diesel,Third Owner,332989
TATA,172324,Petrol,Forth & Above Owner,436218
Honda,97051,Petrol,Third Owner,492296
Fiat,107911,Petrol,Second Owner,190333
Audi,172470,Diesel,Second Owner,269062
Volvo,122773,Petrol,Second Owner,254620
Mahindra,148616,Diesel,First Owner,311351
TATA,154810,Petrol,Forth & Above Owner,164406
Fiat,88992,Diesel,First Owner,258371
Jaguar,23996,Diesel,Third Owner,355540
Toyota,91993,Diesel,Forth & Above Owner,484186
Jaguar,94944,Petrol,Second Owner,138259
Volkswagen,133205,LPG,Forth & Above Owner,227611
Fiat,101456,Diesel,First Owner,135517
Hyundai,176389,Petrol,Second Owner,439187
Kia,15749,Petrol,Third Owner,356287
Skoda,100374,Petrol,First Owner,179761
Jaguar,62267,Diesel,First Owner,322479
Jaguar,149822,LPG,Forth & Above Owner,377790
Volvo,150970,Diesel,Third Owner,122633
Volvo,41980,Diesel,First Owner,125358
Honda,179446,CNG,Third Owner,455421
Jeep,153006,LPG,Second Owner,325030
Skoda,127202,LPG,Third Owner,377383
BMW,43447,LPG,Third Owner,337082
Toyota,53968,Petrol,First Owner,398754
Skoda,166353,Diesel,First Owner,270531
Honda,24026,Diesel,First Owner,287922
Audi,54749,Diesel,First Owner,155535
Honda,172071,LPG,Forth & Above Owner,300496
Mercedes,100036,Petrol,Second Owner,439003
Mahindra,64860,Diesel,Forth & Above Owner,497911
Audi,8440,Diesel,Second Owner,432247
Fiat,146781,CNG,Third Owner,118912
Skoda,67142,Petrol,First Owner,368267
Volvo,61330,Petrol,Second Owner,107529
Hyundai,42132,LPG,Forth & Above Owner,334253
Hyundai,160415,Petrol,First Owner,276151
Hyundai,163576,LPG,Second Owner,447269
Volkswagen,116344,Petrol,Second Owner,436452
Volvo,153333,Petrol,First Owner,420405
Volkswagen,179561,CNG,Third Owner,383294
Mercedes,36903,CNG,Third Owner,265374
Jaguar,40204,Petrol,Second Owner,467365
Skoda,146485,CNG,Third Owner,141390
Honda,159247,CNG,Forth & Above Owner,404843
Kia,75976,CNG,Forth & Above Owner,484982
Mercedes,133135,CNG,Forth & Above Owner,498105
TATA,179622,Diesel,Second Owner,455878
Hyundai,163487,CNG,Second Owner,319486
Volkswagen,188600,LPG,Second Owner,167259
Audi,191063,Petrol,First Owner,464707
Jeep,113710,LPG,Second Owner,105550
Honda,156196,Petrol,Forth & Above Owner,472689
Volvo,175449,Petrol,Second Owner,443181
Fiat,172749,LPG,Forth & Above Owner,369066
Fiat,89028,Diesel,Forth & Above Owner,326332
Mahindra,195324,CNG,Third Owner,438519
Hyundai,92406,Petrol,Second Owner,327945
Audi,37614,Petrol,Second Owner,363119
Jeep,163802,CNG,Second Owner,371593
Skoda,186470,LPG,Third Owner,311674
TATA,163959,Petrol,First Owner,332035
Skoda,89071,Diesel,Forth & Above Owner,332038
BMW,183930,Diesel,Second Owner,109929
Mercedes,149449,LPG,First Owner,290064
Jeep,56683,CNG,Second Owner,295940
Mercedes,146174,Diesel,Third Owner,408418
Skoda,123353,Diesel,Forth & Above Owner,444918
Hyundai,149853,CNG,First Owner,284260
Jeep,116537,LPG,First Owner,307844
Kia,71763,CNG,First Owner,302276
Mercedes,38978,LPG,First Owner,343552
Honda,125890,Diesel,Third Owner,370469
Volkswagen,98958,CNG,Second Owner,228025
Mercedes,182671,Diesel,First Owner,437318
Kia,89470,Petrol,First Owner,497434
Jeep,126210,Petrol,Second Owner,416334
BMW,99422,CNG,Second Owner,480274
Jeep,37344,Diesel,Forth & Above Owner,425896
Hyundai,90597,LPG,Second Owner,290938
Kia,89008,LPG,Second Owner,447261
Audi,195108,LPG,First Owner,157463
Fiat,189459,Petrol,Third Owner,167864
Fiat,87950,LPG,Second Owner,215025
Jaguar,99512,Diesel,Third Owner,200750
Jeep,73488,LPG,Third Owner,376205
Toyota,32609,LPG,First Owner,393958
Fiat,80505,CNG,Second Owner,389373
Jeep,90396,Petrol,Forth & Above Owner,361219
Skoda,184331,LPG,First Owner,293471
Skoda,179572,Petrol,Third Owner,220329
Jaguar,98641,Petrol,Forth & Above Owner,270971
Jeep,103325,CNG,Third Owner,193540
Mercedes,198136,Petrol,Forth & Above Owner,187303
Volkswagen,11843,LPG,Forth & Above Owner,408163
Hyundai,6454,LPG,First Owner,472325
Mercedes,24844,Petrol,Third Owner,330696
Hyundai,35838,CNG,Forth & Above Owner,248609
Mercedes,76103,Petrol,Second Owner,286428
Audi,70246,LPG,Forth & Above Owner,418925
Skoda,164482,Petrol,Forth & Above Owner,219539
Honda,45664,Petrol,Forth & Above Owner,436283
Volvo,178173,Petrol,Third Owner,205127
Mahindra,59349,LPG,First Owner,382666
Kia,117033,Petrol,Forth & Above Owner,414943
Volkswagen,60827,CNG,Second Owner,499770
Audi,118929,Petrol,Forth & Above Owner,295660
Kia,91267,CNG,Third Owner,166912
Jaguar,133340,Diesel,Forth & Above Owner,224453
Kia,36384,CNG,Forth & Above Owner,437907
Fiat,25045,Diesel,Forth & Above Owner,413413
BMW,76933,Diesel,First Owner,222699
Mahindra,83797,Diesel,First Owner,267293
Jaguar,63883,CNG,Forth & Above Owner,243397
Fiat,175214,Diesel,Forth & Above Owner,240064
Skoda,8237,CNG,Second Owner,313975
Volvo,38596,LPG,Third Owner,451075
BMW,142189,Diesel,First Owner,213814
Jaguar,131443,Petrol,Second Owner,319327
Volkswagen,45325,CNG,First Owner,333503
Honda,146782,Petrol,First Owner,142094
BMW,94660,CNG,Second Owner,144398
Jaguar,134777,CNG,Third Owner,346037
Jeep,36844,CNG,Second Owner,170489
Jeep,37921,Petrol,Second Owner,125239
Skoda,115178,CNG,First Owner,210789
Audi,55300,Petrol,Second Owner,498035
Audi,21112,Petrol,Forth & Above Owner,222225
Kia,85715,Petrol,Forth & Above Owner,157258
Jaguar,157099,Petrol,Second Owner,371612
Mahindra,69100,LPG,Second Owner,167478
Toyota,168576,LPG,Third Owner,325804
Honda,171135,Diesel,Third Owner,261032
Skoda,150233,CNG,Forth & Above Owner,249356
Toyota,189298,Diesel,Second Owner,326945
BMW,33853,LPG,First Owner,149845
Volvo,79069,Diesel,First Owner,428794
TATA,18318,Petrol,Second Owner,222872
Volkswagen,43842,CNG,Forth & Above Owner,211172
Fiat,87237,Diesel,First Owner,386825
Mercedes,42013,Petrol,Forth & Above Owner,460524
Kia,150644,CNG,First Owner,251902
Kia,73967,CNG,First Owner,408153
Honda,159091,CNG,Second Owner,150285
Toyota,50345,LPG,Second Owner,232900
Hyundai,109434,LPG,Third Owner,404589
Fiat,175116,Diesel,Second Owner,262085
Hyundai,150107,CNG,Forth & Above Owner,390020
Toyota,10824,CNG,Second Owner,391572
BMW,185918,Diesel,Forth & Above Owner,142393
Honda,49781,LPG,Third Owner,169397
Audi,62832,Diesel,Forth & Above Owner,100744
Toyota,67145,LPG,Second Owner,406910
BMW,76880,CNG,Forth & Above Owner,428695
Jeep,139187,Petrol,Second Owner,417886
Jeep,69447,Petrol,Second Owner,164737
Mahindra,132637,LPG,First Owner,320244
TATA,38457,Petrol,First Owner,401841
Fiat,74443,LPG,Third Owner,291095
Mahindra,104743,LPG,Second Owner,122995
Audi,170747,CNG,First Owner,195171
Mahindra,93099,CNG,Second Owner,163201
Toyota,49037,Diesel,First Owner,206473
Volkswagen,187598,LPG,Third Owner,439705
Toyota,58844,Petrol,Third Owner,366022
Honda,178933,LPG,First Owner,473398
Mercedes,44094,CNG,Third Owner,470613
Jaguar,176405,Petrol,Third Owner,289809
Volvo,169238,Petrol,Second Owner,154536
TATA,139732,Diesel,Third Owner,204778
Jaguar,105865,CNG,Third Owner,225442
Mahindra,175590,LPG,Third Owner,467452
BMW,44970,LPG,First Owner,406151
Mercedes,153524,CNG,First Owner,474575
Kia,56283,CNG,Second Owner,177978
Jaguar,61341,LPG,Third Owner,362223
Fiat,98919,Diesel,Third Owner,478655
Skoda,101320,CNG,First Owner,283349
Kia,113283,CNG,Second Owner,194987
Mahindra,28938,LPG,Second Owner,385040
Audi,184195,CNG,Second Owner,139830
Kia,73190,CNG,Forth & Above Owner,114217
Mahindra,111459,LPG,Forth & Above Owner,104496
Fiat,137391,Petrol,Forth & Above Owner,217145
Kia,32885,LPG,Second Owner,273166
Toyota,30422,Diesel,Forth & Above Owner,329023
Jeep,51670,CNG,Second Owner,267630
Jaguar,173687,CNG,First Owner,286273
Hyundai,119403,LPG,Third Owner,194843
Kia,16541,Diesel,First Owner,161256
BMW,160223,Diesel,Second Owner,341264
TATA,114751,Diesel,Third Owner,256830
Volvo,104184,Petrol,First Owner,391890
BMW,60561,LPG,Third Owner,352163
Skoda,117548,LPG,First Owner,178840
Volkswagen,150914,CNG,Forth & Above Owner,423127
Skoda,199825,Diesel,Forth & Above Owner,179028
Skoda,111596,Petrol,Forth & Above Owner,403304
Skoda,187560,Petrol,Third Owner,310894
Honda,149436,LPG,First Owner,111649
Jaguar,92583,CNG,Second Owner,307379
Volvo,136773,Diesel,Forth & Above Owner,179358
Honda,44665,Petrol,Forth & Above Owner,314361
Toyota,86565,Petrol,Forth & Above Owner,315743
Hyundai,166022,Diesel,Second Owner,107975
Kia,20877,CNG,Forth & Above Owner,197957
Audi,194552,LPG,First Owner,198437
Hyundai,152645,Diesel,First Owner,372792
BMW,195465,Petrol,Third Owner,479184
Jeep,138709,Diesel,First Owner,451205
Jeep,120475,LPG,Second Owner,338656
Audi,168201,CNG,Forth & Above Owner,389751
Kia,181335,Petrol,Third Owner,171371
Mahindra,185478,Petrol,Third Owner,314684
Skoda,22211,Diesel,First Owner,209575
Hyundai,120935,CNG,Third Owner,192021
Jaguar,71909,LPG,First Owner,231173
Audi,58375,LPG,Second Owner,426994
Hyundai,112248,Petrol,Second Owner,458092
Jaguar,145712,Diesel,Forth & Above Owner,468353
Skoda,125598,Petrol,Forth & Above Owner,417807
Jeep,5917,Diesel,Third Owner,467418
Audi,192781,LPG,Third Owner,145513
Toyota,67276,Diesel,First Owner,219713
Fiat,175035,LPG,Third Owner,399002
Hyundai,34237,CNG,Forth & Above Owner,127397
Volkswagen,73260,Diesel,Forth & Above Owner,341493
Audi,176374,Diesel,First Owner,226947
Jeep,151125,Diesel,Third Owner,177690
Jeep,143241,Diesel,Third Owner,388009
Mercedes,111853,Petrol,First Owner,443703
Fiat,9036,Diesel,Third Owner,239470
Toyota,62099,Diesel,Third Owner,188558
Kia,102276,LPG,Third Owner,256541
TATA,104078,CNG,Forth & Above Owner,255439
Jaguar,64304,Diesel,Forth & Above Owner,370854
BMW,133774,Diesel,Third Owner,239186
Honda,89863,LPG,First Owner,461887
Mercedes,13449,Diesel,Second Owner,492152
Volkswagen,162072,CNG,Second Owner,157747
Mahindra,128861,CNG,First Owner,404213
Mahindra,109824,Diesel,Third Owner,423464
Toyota,94285,Diesel,Second Owner,259121
Skoda,122298,CNG,Second Owner,303214
Jaguar,82724,Petrol,Third Owner,270799
Audi,18266,Diesel,Third Owner,140339
Audi,177456,Petrol,First Owner,219970
BMW,28608,LPG,First Owner,370474
Jaguar,61305,Diesel,Second Owner,318804
Audi,19959,CNG,First Owner,142862
Volvo,9108,Petrol,Second Owner,220143
BMW,100805,LPG,Second Owner,240899
Fiat,55485,CNG,Second Owner,164756
Fiat,36815,LPG,First Owner,273561
Mercedes,59346,Petrol,Third Owner,315039
Toyota,73134,LPG,First Owner,287355
Honda,127896,LPG,Second Owner,370373
TATA,78652,Diesel,First Owner,164565
Audi,47696,Petrol,Forth & Above Owner,255148
Audi,176207,Diesel,Third Owner,247160
Volvo,177095,CNG,Second Owner,233281
Volvo,170268,Petrol,Second Owner,277547
Mercedes,101663,LPG,Second Owner,424023
Jeep,101609,Petrol,Second Owner,121537
Fiat,9884,Petrol,Forth & Above Owner,192085
Volkswagen,143804,Petrol,Forth & Above Owner,276388
BMW,75080,LPG,Second Owner,136491
Audi,170535,CNG,First Owner,173511
BMW,59244,Diesel,First Owner,444568
Volvo,185216,LPG,First Owner,410697
Toyota,163583,Petrol,Third Owner,270066
Kia,150352,LPG,First Owner,413185
Volkswagen,94556,Diesel,Third Owner,237641
BMW,80508,LPG,Second Owner,394204
Kia,123940,Petrol,Third Owner,171739
Jeep,90106,Petrol,Second Owner,418421
Audi,53535,Diesel,Third Owner,173411
Kia,25671,LPG,Second Owner,149948
Kia,183611,Diesel,Second Owner,442019
Honda,82944,Petrol,Second Owner,360583
Audi,19227,Diesel,Forth & Above Owner,489048
Toyota,155868,Diesel,Third Owner,250395
Fiat,97853,LPG,Forth & Above Owner,430793
Volkswagen,102948,CNG,First Owner,302245
BMW,175412,Petrol,Second Owner,211703
Jaguar,26892,LPG,First Owner,168701
Jaguar,156257,Diesel,Second Owner,361957
Kia,5532,Petrol,Third Owner,356272
Volkswagen,160592,CNG,First Owner,398449
Mercedes,120046,Petrol,Third Owner,225704
Volvo,130912,Diesel,Third Owner,441915
Volkswagen,34554,LPG,Third Owner,261217
Mercedes,131877,LPG,Second Owner,382165
Audi,37644,CNG,Forth & Above Owner,375058
BMW,68321,Diesel,Second Owner,440817
Mahindra,187706,LPG,Second Owner,262108
Volvo,100867,Diesel,Forth & Above Owner,435931
Audi,112783,LPG,Second Owner,191039
TATA,162421,LPG,Third Owner,316301
Skoda,184808,Diesel,First Owner,359263
Toyota,36154,Petrol,Forth & Above Owner,463787
Audi,171914,Diesel,Forth & Above Owner,380962
BMW,182724,Diesel,First Owner,139805
Toyota,111286,CNG,Third Owner,223409
BMW,198020,Diesel,First Owner,207493
Audi,85661,Diesel,First Owner,171036
Mahindra,191661,CNG,Second Owner,451806
Audi,96530,LPG,Second Owner,456478
Mercedes,61539,CNG,Third Owner,471865
Kia,7036,LPG,Third Owner,175323
Honda,65122,Diesel,First Owner,431686
Jaguar,59258,Petrol,Second Owner,216296
BMW,21505,LPG,First Owner,273481
Hyundai,5638,Petrol,Second Owner,153327
Honda,141984,CNG,Second Owner,343974
Mercedes,77895,CNG,First Owner,420912
Kia,177019,LPG,First Owner,495614
Hyundai,22057,Diesel,Third Owner,267199
Mercedes,80459,CNG,First Owner,385215
Jaguar,28488,CNG,Second Owner,187650
BMW,139042,Diesel,First Owner,354497
Toyota,53740,Petrol,Third Owner,236831
Toyota,107674,Diesel,Second Owner,453712
Hyundai,163921,CNG,Third Owner,405449
Skoda,132776,CNG,Forth & Above Owner,386315
Honda,68831,Diesel,Third Owner,298015
Hyundai,64029,CNG,Third Owner,163079
BMW,71189,Petrol,Forth & Above Owner,255180
Kia,158109,CNG,First Owner,124400
Volkswagen,143536,Petrol,Second Owner,163839
Mercedes,166920,Petrol,Second Owner,132903
TATA,154177,Diesel,First Owner,184120
Skoda,75749,Diesel,Forth & Above Owner,175263
Kia,103619,Diesel,First Owner,245625
BMW,72808,Diesel,Third Owner,338864
Honda,33044,LPG,First Owner,210717
Hyundai,80470,Diesel,Second Owner,256256
Mahindra,192273,Diesel,Second Owner,420543
Audi,32577,Petrol,Second Owner,453168
Volkswagen,174778,LPG,First Owner,427171
Audi,109721,LPG,First Owner,324530
Toyota,13524,LPG,First Owner,466591
Fiat,84387,Petrol,Forth & Above Owner,422513
Hyundai,77882,Petrol,Third Owner,369796
Hyundai,136933,CNG,Second Owner,470288
BMW,135766,LPG,Second Owner,463331
Volvo,5742,Diesel,Forth & Above Owner,234670
Skoda,188557,Petrol,Second Owner,351562
Jeep,134432,CNG,Second Owner,476379
Mahindra,182763,Petrol,Third Owner,437852
Volkswagen,135645,CNG,First Owner,442942
TATA,97554,Petrol,Forth & Above Owner,458489
BMW,181180,LPG,Third Owner,336239
Kia,171972,Petrol,First Owner,102642
Toyota,109598,LPG,Second Owner,128030
Hyundai,190031,LPG,Third Owner,180496
BMW,14080,LPG,Third Owner,432966
Jaguar,122471,LPG,Third Owner,284285
Volvo,152478,Diesel,Third Owner,108555
Honda,56071,Petrol,Third Owner,211662
BMW,151200,Petrol,Second Owner,194595
Kia,118349,Diesel,Third Owner,456400
Audi,22256,LPG,Forth & Above Owner,282903
Honda,195842,Petrol,Second Owner,136847
BMW,110263,LPG,Second Owner,279396
Kia,175352,CNG,Second Owner,126154
Audi,114519,Petrol,Third Owner,280912
Toyota,11867,Diesel,Third Owner,144772
Mahindra,164366,Petrol,Forth & Above Owner,368060
Skoda,87053,LPG,Third Owner,307016
Toyota,176951,LPG,First Owner,129761
Audi,135923,Diesel,Third Owner,269328
Hyundai,48110,Diesel,First Owner,472578
Honda,132131,Petrol,First Owner,237441
Toyota,130944,Petrol,Forth & Above Owner,218259
Skoda,137796,CNG,Second Owner,302188
BMW,176271,Diesel,Third Owner,329315
Mahindra,190922,Petrol,Forth & Above Owner,143598
Toyota,151937,LPG,Forth & Above Owner,348464
Mercedes,116211,CNG,Second Owner,226231
Toyota,82262,Diesel,Second Owner,279428
Mahindra,94511,CNG,Second Owner,358076
Hyundai,59223,CNG,Forth & Above Owner,281591
Toyota,75993,Diesel,Forth & Above Owner,375358
Audi,40457,Diesel,Forth & Above Owner,442207
Kia,55865,Diesel,Forth & Above Owner,349483
Audi,145250,Diesel,Second Owner,139712
Kia,125391,Petrol,Forth & Above Owner,374922
Mercedes,13342,LPG,Second Owner,156860
Volvo,176572,CNG,First Owner,329512
Jeep,38694,LPG,First Owner,375159
Fiat,198811,CNG,Third Owner,462368
Kia,59541,LPG,Third Owner,370259
Hyundai,122597,CNG,First Owner,131426
Toyota,151206,CNG,First Owner,162666
Volkswagen,190218,Petrol,Third Owner,325994
Mercedes,121112,Petrol,Third Owner,319272
Kia,84550,LPG,First Owner,225763
Kia,90245,CNG,Second Owner,268053
Volvo,38539,CNG,Second Owner,361840
TATA,45981,Diesel,Third Owner,232641
Jaguar,27847,Petrol,Forth & Above Owner,464822
TATA,194683,LPG,First Owner,154874
Audi,114661,CNG,Third Owner,354528
Kia,140170,LPG,Third Owner,492502
Jaguar,90381,LPG,Forth & Above Owner,435545
Kia,137222,CNG,Forth & Above Owner,210979
Toyota,171010,Diesel,Second Owner,434480
Audi,142146,CNG,Third Owner,384293
Kia,159301,CNG,First Owner,381605
Jeep,160091,Petrol,First Owner,483898
Skoda,24597,Diesel,Forth & Above Owner,485072
Honda,91148,CNG,Second Owner,127117
Fiat,108113,LPG,Forth & Above Owner,237651
TATA,75913,CNG,Forth & Above Owner,194986
Volvo,172130,CNG,Third Owner,117331
Volvo,123167,LPG,Forth & Above Owner,312258
Volvo,39612,CNG,Third Owner,209865
Kia,53282,Petrol,Second Owner,179238
Jaguar,14537,CNG,Third Owner,244974
Volvo,167933,Diesel,Forth & Above Owner,349909
Mahindra,15308,CNG,Forth & Above Owner,133884
Jaguar,156984,Petrol,Third Owner,273768
Mercedes,60517,LPG,First Owner,380753
Jeep,37835,CNG,Forth & Above Owner,189116
Mahindra,176035,Diesel,First Owner,104102
Honda,39143,Petrol,Forth & Above Owner,283647
Mercedes,24360,Diesel,Third Owner,362494
Volkswagen,125008,Petrol,Forth & Above Owner,359187
Toyota,114424,CNG,Forth & Above Owner,253213
Volvo,139029,Petrol,Second Owner,223551
Fiat,37910,Petrol,Third Owner,471808
Toyota,26724,CNG,Third Owner,342766
TATA,117652,LPG,Second Owner,299682
Fiat,45724,CNG,Forth & Above Owner,261548
Jeep,141351,Diesel,Forth & Above Owner,295531
Jeep,96427,CNG,Third Owner,191846
Volvo,31637,Diesel,Forth & Above Owner,334600
Mercedes,27464,Diesel,Forth & Above Owner,223002
TATA,130969,Petrol,Second Owner,149744
Jaguar,195937,Petrol,Second Owner,386297
Toyota,183506,Petrol,Forth & Above Owner,331232
Honda,112784,Petrol,First Owner,105089
Hyundai,141853,CNG,Forth & Above Owner,419178
Skoda,108932,LPG,First Owner,415410
Skoda,62480,Diesel,Second Owner,348523
Mahindra,6936,LPG,Forth & Above Owner,169500
Mercedes,172860,CNG,First Owner,120449
Volvo,73642,LPG,Third Owner,419867
Jaguar,124862,CNG,First Owner,303615
Mercedes,8502,Petrol,Forth & Above Owner,161215
BMW,111791,Diesel,Forth & Above Owner,434283
TATA,93594,Diesel,First Owner,484466
Hyundai,49974,Diesel,First Owner,462946
Jaguar,137468,Diesel,Second Owner,218213
Jaguar,183730,Diesel,Second Owner,460965
Hyundai,138005,Diesel,Forth & Above Owner,267255
Mahindra,71992,Diesel,First Owner,488121
Mahindra,190926,Diesel,Forth & Above Owner,476034
Audi,151342,Diesel,Second Owner,194388
Mercedes,86763,Diesel,Second Owner,376522
Mercedes,10129,Diesel,Third Owner,256153
Jeep,31343,CNG,First Owner,173567
BMW,54639,LPG,Second Owner,431403
Toyota,40754,LPG,Third Owner,108140
BMW,26833,Diesel,Second Owner,328034
Skoda,193557,Petrol,Third Owner,172747
Honda,191893,Diesel,Forth & Above Owner,364375
TATA,127803,Petrol,Third Owner,353749
Skoda,186331,LPG,Second Owner,431108
Volkswagen,119384,LPG,Forth & Above Owner,355051
Skoda,110536,CNG,Second Owner,251412
Mahindra,131622,CNG,Forth & Above Owner,212137
Fiat,59408,CNG,Second Owner,246826
TATA,7877,CNG,Forth & Above Owner,451204
Skoda,82307,CNG,Third Owner,178923
Toyota,158406,LPG,Forth & Above Owner,184832
Hyundai,138715,LPG,Second Owner,471451
BMW,47569,CNG,Third Owner,413365
Kia,100773,LPG,First Owner,410435
Audi,111198,CNG,Forth & Above Owner,236854
Fiat,51499,Diesel,Third Owner,331522
Skoda,14463,CNG,First Owner,365482
Skoda,36222,Petrol,Third Owner,341697
Mercedes,121507,Petrol,Second Owner,136742
Honda,25317,Petrol,Forth & Above Owner,165689
Toyota,197058,CNG,Second Owner,435122
Jeep,115575,Petrol,First Owner,154855
BMW,24528,Diesel,Forth & Above Owner,321287
Volvo,182768,CNG,Second Owner,433256
Skoda,134398,Diesel,Forth & Above Owner,176769
Mercedes,56654,Diesel,Third Owner,151728
Fiat,106833,LPG,Third Owner,145973
Toyota,110983,LPG,Forth & Above Owner,285343
Jaguar,66251,CNG,First Owner,214542
Hyundai,19221,Petrol,Second Owner,237158
Volkswagen,111097,LPG,First Owner,455809
Toyota,128486,Diesel,First Owner,305610
Honda,184603,Diesel,Forth & Above Owner,164234
Toyota,60182,Diesel,First Owner,101436
Kia,69967,CNG,Second Owner,189610
Audi,126699,CNG,First Owner,320688
Volkswagen,45876,CNG,First Owner,463538
Volvo,48652,CNG,Second Owner,408656
